,Unnamed: 0,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword,cos
1794,1794,1985.0,round(),"why round(2.48) output is 2 and round(2.48,1) output is 2.5 ..it can also be 2 or 2.48 can be 2.5",the second argument gives the number of digits to which the rounding should happen.  it is explained at 7:00minute of the same tutorial.  i suggest watching the tutorial once completely before practising.   this will help you understand the upcoming topics.  ,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1793,1793,1618.0,spoken tutorials on python 3.6.5,are there any spoken tutorials on python 3.6.5 ?,"currently, no. they are in development, and you will be notified once they are live.",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1792,1792,1570.0,courses related,what is the difference between python (37) and python3.4.3(39) courses?which one is to be preferred.,python 3.4.3 is the latest series. please go through python 3.4.3.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1791,1791,1519.0,required version of ipython for python 3.7,"as per cbse, python3.7 is the required version. but in the installation sheet, there is no reference for it.please help me to get the correct version of ipython, for python3.7. and subsequent packages given in installation sheet.",you can check this website to download the installers for python 3.7 https://www.python.org/downloads/release/python-370/,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1790,1790,1514.0,matplotlib cannot be installed,"i tried to install matplotlib and later import it in my laptop, its not working.i tried it with different version of python too.can u help?",please follow the instructions provided in the installation sheet on the website,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1789,1789,1474.0,school teachers,is there any possibility to arrange workshop separately for school teachers relate to the latest python syllabus of 11 and 12 ,thanks for writing to us. we can plan to organise the required session. you can get in touch with us. please contact swapnil more 9833901538 moreswapnil66@gmail.com.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1788,1788,1443.0,ipython,is ipython advanced version of python? also is linspace command usage same as matlab?,"ipython is just an interpreter for python, where you can use python commands.yes, linspace command is same as matlab",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1787,1787,1428.0,how to start ipython interpreter,kindly guide me with complete procedure of starting ipython. what is meant by terminal ? as in the tutorial it has been said press ctrl +alt+ t+ k on terminal here at this point clear what do you mean by terminal. ,"the terminal or the command prompt is an application that allows you run commands to do certain actions on your os.instructions:for windows:https://www.lifewire.com/how-to-open-command-prompt-2618089for linux:hit the ctrl + alt + t buttons on your keyboard simulataneouslyin the terminal please type in the following command,ipython --pylab",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1785,1785,1375.0,ipython installation,"i have download and install all the files recommended in installation sheet, now how to open the terminal , i tried all the methods but it does't work","i am using windows, how to start ipython terminal?",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1784,1784,1375.0,ipython installation,"i have download and install all the files recommended in installation sheet, now how to open the terminal , i tried all the methods but it does't work",if you are using ubuntu you can hold on ctrl+alt and simultaneously press t. and if you are using windows you can open command prompt,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1783,1783,1364.0,ipython, difference between the working of normal interpreter and ipython interpreter. is there any diffidence?,"the main difference is that ipython is ipython notebook. you can put all your work into a notebook like script, image files, etc. but with normal python interpreter, you can only make the script in a file and execute it.",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1782,1782,1364.0,ipython, difference between the working of normal interpreter and ipython interpreter. is there any diffidence?,"an ipython interpreter has certain nice-to-use features that provide more ease of use. it has syntax highlighting, file navigation/system commands that can be easily run inside the console, magic commands like %edit to access special features, tab completion etc.all of these features make it easy and faster to use.",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
2176,2176,1325.0,"getting error ""nameerror: name 'linspace' is not defined""","getting error ""nameerror: name 'linspace' is not defined""",first run %pylab,Python-3.4.3,Additional-features-of-IPython,"Python, Retriving ipython, Viewing and savinga part of history, Running a script within ipython, video tutorial.",0.0
